,Historial
178,1641.9851786315792
179,1641.9851786315792
180,1641.9851786315792
181,1641.9851786315792
182,1641.9851786315792
183,1641.9851786315792
184,1641.9851786315792
185,1641.9851786315792
186,1641.9851786315792
187,1641.9851786315792
188,1641.9851786315792
189,1641.9851786315792
190,1641.9851786315792
191,1641.9851786315792
192,1641.9851786315792
193,1641.9851786315792
194,1641.9851786315792
195,1641.9851786315792
196,1641.9851786315792
197,1641.9851786315792
198,1641.9851786315792
199,1641.9851786315792
200,1641.9851786315792
201,1641.9851786315792
202,1641.9851786315792
203,1641.9851786315792
204,1641.9851786315792
205,1641.9851786315792
206,1641.9851786315792
207,1641.9851786315792
208,1641.9851786315792
209,1641.9851786315792
210,1641.9851786315792
211,1641.9851786315792
212,1641.9851786315792
213,1641.9851786315792
214,1641.9851786315792
215,1641.9851786315792
216,1641.9851786315792
217,1641.9851786315792
218,1641.9851786315792
219,1641.9851786315792
220,1641.9851786315792
221,1641.9851786315792
222,1641.9851786315792
223,1641.9851786315792
224,1641.9851786315792
225,1641.9851786315792
226,1641.9851786315792
227,1641.9851786315792
228,1641.9851786315792
229,1641.9851786315792
230,1641.9851786315792
231,1641.9851786315792
232,1641.9851786315792
233,1641.9851786315792
234,1641.9851786315792
235,1641.9851786315792
236,1641.9851786315792
237,1641.9851786315792
238,1641.9851786315792
239,1641.9851786315792
240,1641.9851786315792
241,1641.9851786315792
242,1641.9851786315792
243,1641.9851786315792
244,1641.9851786315792
245,1641.9851786315792
246,1641.9851786315792
247,1641.9851786315792
248,1641.9851786315792
249,1641.9851786315792
250,1641.9851786315792
251,1641.9851786315792
252,1641.9851786315792
253,1641.9851786315792
254,1641.9851786315792
255,1641.9851786315792
256,1641.9851786315792
257,1641.9851786315792
258,1641.9851786315792
259,1641.9851786315792
260,1641.9851786315792
261,1641.9851786315792
262,1641.9851786315792
263,1641.9851786315792
264,1641.9851786315792
265,1641.9851786315792
266,1641.9851786315792
267,1641.9851786315792
268,1641.9851786315792
269,1641.9851786315792
270,1641.9851786315792
271,1641.9851786315792
272,1641.9851786315792
273,1641.9851786315792
274,1641.9851786315792
275,1641.9851786315792
276,1641.9851786315792
277,1641.9851786315792
278,1641.9851786315792
279,1641.9851786315792
280,1641.9851786315792
281,1641.9851786315792
282,1641.9851786315792
283,1641.9851786315792
284,1641.9851786315792
285,1641.9851786315792
286,1641.9851786315792
287,1641.9851786315792
288,1641.9851786315792
289,1641.9851786315792
290,1641.9851786315792
291,1641.9851786315792
292,1641.9851786315792
293,1641.9851786315792
294,1641.9851786315792
295,1641.9851786315792
296,1641.9851786315792
297,1641.9851786315792
298,1641.9851786315792
299,1641.9851786315792
300,1641.9851786315792
301,1641.9851786315792
302,1641.9851786315792
303,1641.9851786315792
304,1641.9851786315792
305,1641.9851786315792
306,1641.9851786315792
307,1641.9851786315792
308,1641.9851786315792
309,1641.9851786315792
310,1641.9851786315792
311,1641.9851786315792
312,1641.9851786315792
313,1641.9851786315792
314,1641.9851786315792
315,1641.9851786315792
316,1641.9851786315792
317,1641.9851786315792
318,1641.9851786315792
319,1641.9851786315792
320,1641.9851786315792
321,1641.9851786315792
322,1641.9851786315792
323,1641.9851786315792
324,1641.9851786315792
325,1641.9851786315792
326,1641.9851786315792
327,1641.9851786315792
328,1641.9851786315792
329,1641.9851786315792
330,1641.9851786315792
331,1641.9851786315792
332,1641.9851786315792
333,1641.9851786315792
334,1641.9851786315792
335,1641.9851786315792
336,1641.9851786315792
337,1641.9851786315792
338,1641.9851786315792
339,1641.9851786315792
340,1641.9851786315792
341,1641.9851786315792
342,1641.9851786315792
343,1641.9851786315792
344,1641.9851786315792
345,1641.9851786315792
346,1641.9851786315792
347,1641.9851786315792
348,1641.9851786315792
349,1641.9851786315792
350,1641.9851786315792
351,1641.9851786315792
352,1641.9851786315792
353,1641.9851786315792
354,1641.9851786315792
355,1641.9851786315792
356,1641.9851786315792
357,1641.9851786315792
358,1641.9851786315792
359,1641.9851786315792
360,1641.9851786315792
361,1641.9851786315792
362,1641.9851786315792
363,1641.9851786315792
364,1641.9851786315792
365,1641.9851786315792
366,1641.9851786315792
367,1641.9851786315792
368,1641.9851786315792
369,1641.9851786315792
370,1641.9851786315792
371,1641.9851786315792
372,1641.9851786315792
373,1641.9851786315792
374,1641.9851786315792
375,1641.9851786315792
376,1641.9851786315792
377,1641.9851786315792
378,1641.9851786315792
379,1641.9851786315792
380,1641.9851786315792
381,1641.9851786315792
382,1641.9851786315792
383,1641.9851786315792
384,1641.9851786315792
385,1641.9851786315792
386,1641.9851786315792
387,1641.9851786315792
388,1641.9851786315792
389,1641.9851786315792
390,1641.9851786315792
391,1641.9851786315792
392,1641.9851786315792
393,1641.9851786315792
394,1641.9851786315792
395,1641.9851786315792
396,1641.9851786315792
397,1641.9851786315792
398,1641.9851786315792
399,1641.9851786315792
400,1641.9851786315792
401,1641.9851786315792
402,1641.9851786315792
403,1641.9851786315792
404,1641.9851786315792
405,1641.9851786315792
406,1641.9851786315792
407,1641.9851786315792
408,1641.9851786315792
409,1641.9851786315792
410,1641.9851786315792
411,1641.9851786315792
412,1641.9851786315792
413,1641.9851786315792
414,1641.9851786315792
415,1641.9851786315792
416,1641.9851786315792
417,1641.9851786315792
418,1641.9851786315792
419,1641.9851786315792
420,1641.9851786315792
421,1641.9851786315792
422,1641.9851786315792
423,1641.9851786315792
424,1641.9851786315792
425,1641.9851786315792
426,1641.9851786315792
427,1641.9851786315792
428,1641.9851786315792
429,1641.9851786315792
430,1641.9851786315792
431,1641.9851786315792
432,1641.9851786315792
433,1641.9851786315792
434,1641.9851786315792
435,1641.9851786315792
436,1641.9851786315792
437,1641.9851786315792
438,1641.9851786315792
439,1641.9851786315792
440,1641.9851786315792
441,1641.9851786315792
442,1641.9851786315792
443,1641.9851786315792
444,1641.9851786315792
445,1641.9851786315792
446,1641.9851786315792
447,1641.9851786315792
448,1641.9851786315792
449,1641.9851786315792
450,1641.9851786315792
451,1641.9851786315792
452,1641.9851786315792
453,1641.9851786315792
454,1641.9851786315792
455,1641.9851786315792
456,1641.9851786315792
457,1641.9851786315792
458,1641.9851786315792
459,1641.9851786315792
460,1641.9851786315792
461,1641.9851786315792
462,1641.9851786315792
463,1641.9851786315792
464,1641.9851786315792
465,1641.9851786315792
466,1641.9851786315792
467,1641.9851786315792
468,1641.9851786315792
469,1641.9851786315792
470,1641.9851786315792
471,1641.9851786315792
472,1641.9851786315792
473,1641.9851786315792
474,1641.9851786315792
475,1641.9851786315792
476,1641.9851786315792
477,1641.9851786315792
478,1641.9851786315792
479,1641.9851786315792
480,1641.9851786315792
481,1641.9851786315792
482,1641.9851786315792
483,1641.9851786315792
484,1641.9851786315792
485,1641.9851786315792
486,1641.9851786315792
487,1641.9851786315792
488,1641.9851786315792
489,1641.9851786315792
490,1641.9851786315792
491,1641.9851786315792
492,1641.9851786315792
493,1641.9851786315792
494,1641.9851786315792
495,1641.9851786315792
496,1641.9851786315792
497,1641.9851786315792
498,1641.9851786315792
499,1641.9851786315792
500,1641.9851786315792
501,1641.9851786315792
502,1641.9851786315792
503,1641.9851786315792
504,1641.9851786315792
505,1641.9851786315792
506,1641.9851786315792
507,1641.9851786315792
508,1641.9851786315792
509,1641.9851786315792
510,1641.9851786315792
511,1641.9851786315792
512,1641.9851786315792
513,1641.9851786315792
514,1641.9851786315792
515,1641.9851786315792
516,1641.9851786315792
517,1641.9851786315792
518,1641.9851786315792
519,1641.9851786315792
520,1641.9851786315792
521,1641.9851786315792
522,1641.9851786315792
523,1641.9851786315792
524,1641.9851786315792
525,1641.9851786315792
526,1641.9851786315792
527,1641.9851786315792
528,1641.9851786315792
529,1641.9851786315792
530,1641.9851786315792
531,1641.9851786315792
532,1641.9851786315792
533,1641.9851786315792
534,1641.9851786315792
535,1641.9851786315792
536,1641.9851786315792
537,1641.9851786315792
538,1641.9851786315792
539,1641.9851786315792
540,1641.9851786315792
541,1641.9851786315792
542,1641.9851786315792
543,1641.9851786315792
544,1641.9851786315792
545,1641.9851786315792
546,1641.9851786315792
547,1641.9851786315792
548,1641.9851786315792
549,1641.9851786315792
550,1641.9851786315792
551,1641.9851786315792
552,1641.9851786315792
553,1641.9851786315792
554,1641.9851786315792
555,1641.9851786315792
556,1641.9851786315792
557,1641.9851786315792
558,1641.9851786315792
559,1641.9851786315792
560,1641.9851786315792
561,1641.9851786315792
562,1641.9851786315792
563,1641.9851786315792
564,1641.9851786315792
565,1641.9851786315792
566,1641.9851786315792
567,1641.9851786315792
568,1641.9851786315792
569,1641.9851786315792
570,1641.9851786315792
571,1641.9851786315792
572,1641.9851786315792
573,1641.9851786315792
574,1641.9851786315792
575,1641.9851786315792
576,1641.9851786315792
577,1641.9851786315792
578,1641.9851786315792
579,1641.9851786315792
580,1641.9851786315792
581,1641.9851786315792
582,1641.9851786315792
583,1641.9851786315792
584,1641.9851786315792
585,1641.9851786315792
586,1641.9851786315792
587,1641.9851786315792
588,1641.9851786315792
589,1641.9851786315792
590,1641.9851786315792
591,1641.9851786315792
592,1641.9851786315792
593,1641.9851786315792
594,1641.9851786315792
595,1641.9851786315792
596,1641.9851786315792
597,1641.9851786315792
598,1641.9851786315792
599,1641.9851786315792
600,1641.9851786315792
601,1641.9851786315792
602,1641.9851786315792
603,1641.9851786315792
604,1641.9851786315792
605,1641.9851786315792
606,1641.9851786315792
607,1641.9851786315792
608,1641.9851786315792
609,1641.9851786315792
610,1641.9851786315792
611,1641.9851786315792
612,1641.9851786315792
613,1641.9851786315792
614,1641.9851786315792
615,1641.9851786315792
616,1641.9851786315792
617,1641.9851786315792
618,1641.9851786315792
619,1641.9851786315792
620,1641.9851786315792
621,1641.9851786315792
622,1641.9851786315792
623,1641.9851786315792
624,1641.9851786315792
625,1641.9851786315792
626,1641.9851786315792
627,1641.9851786315792
628,1641.9851786315792
629,1641.9851786315792
630,1641.9851786315792
631,1641.9851786315792
632,1641.9851786315792
633,1641.9851786315792
634,1641.9851786315792
635,1641.9851786315792
636,1641.9851786315792
637,1641.9851786315792
638,1641.9851786315792
639,1641.9851786315792
640,1641.9851786315792
641,1641.9851786315792
642,1641.9851786315792
643,1641.9851786315792
644,1641.9851786315792
645,1641.9851786315792
646,1641.9851786315792
647,1641.9851786315792
648,1641.9851786315792
649,1641.9851786315792
650,1641.9851786315792
651,1641.9851786315792
652,1641.9851786315792
653,1641.9851786315792
654,1641.9851786315792
655,1641.9851786315792
656,1641.9851786315792
657,1641.9851786315792
658,1641.9851786315792
659,1641.9851786315792
660,1641.9851786315792
661,1641.9851786315792
662,1641.9851786315792
663,1641.9851786315792
664,1641.9851786315792
665,1641.9851786315792
666,1641.9851786315792
667,1641.9851786315792
668,1641.9851786315792
669,1641.9851786315792
670,1641.9851786315792
671,1641.9851786315792
672,1641.9851786315792
673,1641.9851786315792
674,1641.9851786315792
675,1641.9851786315792
676,1641.9851786315792
677,1641.9851786315792
678,1641.9851786315792
679,1641.9851786315792
680,1641.9851786315792
681,1641.9851786315792
682,1641.9851786315792
683,1641.9851786315792
684,1641.9851786315792
685,1641.9851786315792
686,1641.9851786315792
687,1641.9851786315792
688,1641.9851786315792
689,1641.9851786315792
690,1641.9851786315792
691,1641.9851786315792
692,1641.9851786315792
693,1641.9851786315792
694,1641.9851786315792
695,1641.9851786315792
696,1641.9851786315792
697,1641.9851786315792
698,1641.9851786315792
699,1641.9851786315792
700,1641.9851786315792
701,1641.9851786315792
702,1641.9851786315792
703,1641.9851786315792
704,1641.9851786315792
705,1641.9851786315792
706,1641.9851786315792
707,1641.9851786315792
708,1641.9851786315792
709,1641.9851786315792
710,1641.9851786315792
711,1641.9851786315792
712,1641.9851786315792
713,1641.9851786315792
714,1641.9851786315792
715,1641.9851786315792
716,1641.9851786315792
717,1641.9851786315792
718,1641.9851786315792
719,1641.9851786315792
720,1641.9851786315792
721,1641.9851786315792
722,1641.9851786315792
723,1641.9851786315792
724,1641.9851786315792
725,1641.9851786315792
726,1641.9851786315792
727,1641.9851786315792
728,1641.9851786315792
729,1641.9851786315792
730,1641.9851786315792
731,1641.9851786315792
732,1641.9851786315792
733,1641.9851786315792
734,1641.9851786315792
735,1641.9851786315792
736,1641.9851786315792
737,1641.9851786315792
738,1641.9851786315792
739,1641.9851786315792
740,1641.9851786315792
741,1641.9851786315792
742,1641.9851786315792
743,1641.9851786315792
744,1641.9851786315792
745,1641.9851786315792
746,1641.9851786315792
747,1641.9851786315792
748,1641.9851786315792
749,1641.9851786315792
750,1641.9851786315792
751,1641.9851786315792
752,1641.9851786315792
753,1641.9851786315792
754,1641.9851786315792
755,1641.9851786315792
756,1641.9851786315792
757,1641.9851786315792
758,1641.9851786315792
759,1641.9851786315792
760,1641.9851786315792
761,1641.9851786315792
762,1641.9851786315792
763,1641.9851786315792
764,1641.9851786315792
765,1641.9851786315792
766,1641.9851786315792
767,1641.9851786315792
768,1641.9851786315792
769,1641.9851786315792
770,1641.9851786315792
771,1641.9851786315792
772,1641.9851786315792
773,1641.9851786315792
774,1641.9851786315792
775,1641.9851786315792
776,1641.9851786315792
777,1641.9851786315792
778,1641.9851786315792
779,1641.9851786315792
780,1641.9851786315792
781,1641.9851786315792
782,1641.9851786315792
783,1641.9851786315792
784,1641.9851786315792
785,1641.9851786315792
786,1641.9851786315792
787,1641.9851786315792
788,1641.9851786315792
789,1641.9851786315792
790,1641.9851786315792
791,1641.9851786315792
792,1641.9851786315792
793,1641.9851786315792
794,1641.9851786315792
795,1641.9851786315792
796,1641.9851786315792
797,1641.9851786315792
798,1641.9851786315792
799,1641.9851786315792
800,1641.9851786315792
801,1641.9851786315792
802,1641.9851786315792
803,1641.9851786315792
804,1641.9851786315792
805,1641.9851786315792
806,1641.9851786315792
807,1641.9851786315792
808,1641.9851786315792
809,1641.9851786315792
810,1641.9851786315792
811,1641.9851786315792
812,1641.9851786315792
813,1641.9851786315792
814,1641.9851786315792
815,1641.9851786315792
816,1641.9851786315792
817,1641.9851786315792
818,1641.9851786315792
819,1641.9851786315792
820,1641.9851786315792
821,1641.9851786315792
822,1641.9851786315792
823,1641.9851786315792
824,1641.9851786315792
825,1641.9851786315792
826,1641.9851786315792
827,1641.9851786315792
828,1641.9851786315792
829,1641.9851786315792
830,1641.9851786315792
831,1641.9851786315792
832,1641.9851786315792
833,1641.9851786315792
834,1641.9851786315792
835,1641.9851786315792
836,1641.9851786315792
837,1641.9851786315792
838,1641.9851786315792
839,1641.9851786315792
840,1641.9851786315792
841,1641.9851786315792
842,1641.9851786315792
843,1641.9851786315792
844,1641.9851786315792
845,1641.9851786315792
846,1641.9851786315792
847,1641.9851786315792
848,1641.9851786315792
849,1641.9851786315792
850,1641.9851786315792
851,1641.9851786315792
852,1641.9851786315792
853,1641.9851786315792
854,1641.9851786315792
855,1641.9851786315792
856,1641.9851786315792
857,1641.9851786315792
858,1641.9851786315792
859,1641.9851786315792
860,1641.9851786315792
861,1641.9851786315792
862,1641.9851786315792
863,1641.9851786315792
864,1641.9851786315792
865,1641.9851786315792
866,1641.9851786315792
867,1641.9851786315792
868,1641.9851786315792
869,1641.9851786315792
870,1641.9851786315792
871,1641.9851786315792
872,1641.9851786315792
873,1641.9851786315792
874,1641.9851786315792
875,1641.9851786315792
876,1641.9851786315792
877,1641.9851786315792
878,1641.9851786315792
879,1641.9851786315792
880,1641.9851786315792
881,1641.9851786315792
882,1641.9851786315792
883,1641.9851786315792
884,1641.9851786315792
885,1641.9851786315792
886,1641.9851786315792
887,1641.9851786315792
888,1641.9851786315792
889,1641.9851786315792
890,1641.9851786315792
891,1641.9851786315792
892,1641.9851786315792
893,1641.9851786315792
894,1641.9851786315792
895,1641.9851786315792
896,1641.9851786315792
897,1641.9851786315792
898,1641.9851786315792
899,1641.9851786315792
900,1641.9851786315792
901,1641.9851786315792
902,1641.9851786315792
903,1641.9851786315792
904,1641.9851786315792
905,1641.9851786315792
906,1641.9851786315792
907,1641.9851786315792
908,1641.9851786315792
909,1641.9851786315792
910,1641.9851786315792
911,1641.9851786315792
912,1641.9851786315792
913,1641.9851786315792
914,1641.9851786315792
915,1641.9851786315792
916,1641.9851786315792
917,1641.9851786315792
918,1641.9851786315792
919,1641.9851786315792
920,1641.9851786315792
921,1641.9851786315792
922,1641.9851786315792
923,1641.9851786315792
924,1641.9851786315792
925,1641.9851786315792
926,1641.9851786315792
927,1641.9851786315792
928,1641.9851786315792
929,1641.9851786315792
930,1641.9851786315792
931,1641.9851786315792
932,1641.9851786315792
933,1641.9851786315792
934,1641.9851786315792
935,1641.9851786315792
936,1641.9851786315792
937,1641.9851786315792
938,1641.9851786315792
939,1641.9851786315792
940,1641.9851786315792
941,1641.9851786315792
942,1641.9851786315792
943,1641.9851786315792
944,1641.9851786315792
945,1641.9851786315792
946,1641.9851786315792
947,1641.9851786315792
948,1641.9851786315792
949,1641.9851786315792
950,121.17849918594827
951,121.17849918594827
952,121.17849918594827
953,121.17849918594827
954,121.17849918594827
955,121.17849918594827
956,121.17849918594827
957,121.17849918594827
958,121.17849918594827
959,121.17849918594827
960,121.17849918594827
961,121.17849918594827
962,121.17849918594827
963,121.17849918594827
964,121.17849918594827
965,121.17849918594827
966,121.17849918594827
967,121.17849918594827
968,121.17849918594827
969,121.17849918594827
970,121.17849918594827
971,121.17849918594827
972,121.17849918594827
973,121.17849918594827
974,121.17849918594827
975,121.17849918594827
976,121.17849918594827
977,121.17849918594827
978,121.17849918594827
979,121.17849918594827
980,121.17849918594827
981,121.17849918594827
982,121.17849918594827
983,121.17849918594827
984,121.17849918594827
985,121.17849918594827
986,121.17849918594827
987,121.17849918594827
988,121.17849918594827
989,121.17849918594827
990,121.17849918594827
991,121.17849918594827
992,121.17849918594827
993,121.17849918594827
994,121.17849918594827
995,121.17849918594827
996,121.17849918594827
997,121.17849918594827
998,121.17849918594827
999,121.17849918594827
1000,121.17849918594827
1001,121.17849918594827
1002,121.17849918594827
1003,121.17849918594827
1004,121.17849918594827
1005,121.17849918594827
1006,121.17849918594827
1007,121.17849918594827
1008,121.17849918594827
1009,121.17849918594827
1010,121.17849918594827
1011,121.17849918594827
1012,121.17849918594827
1013,121.17849918594827
1014,121.17849918594827
1015,121.17849918594827
1016,121.17849918594827
1017,121.17849918594827
1018,121.17849918594827
1019,121.17849918594827
1020,121.17849918594827
1021,121.17849918594827
1022,121.17849918594827
1023,121.17849918594827
1024,121.17849918594827
1025,121.17849918594827
1026,121.17849918594827
1027,121.17849918594827
1028,121.17849918594827
1029,121.17849918594827
1030,121.17849918594827
1031,121.17849918594827
1032,121.17849918594827
1033,121.17849918594827
1034,121.17849918594827
1035,121.17849918594827
1036,121.17849918594827
1037,121.17849918594827
1038,121.17849918594827
1039,121.17849918594827
1040,121.17849918594827
1041,121.17849918594827
1042,121.17849918594827
1043,121.17849918594827
1044,121.17849918594827
1045,121.17849918594827
1046,121.17849918594827
1047,121.17849918594827
1048,121.17849918594827
1049,121.17849918594827
1050,121.17849918594827
1051,121.17849918594827
1052,121.17849918594827
1053,121.17849918594827
1054,121.17849918594827
1055,121.17849918594827
1056,121.17849918594827
1057,121.17849918594827
1058,121.17849918594827
1059,121.17849918594827
1060,121.17849918594827
1061,121.17849918594827
1062,121.17849918594827
1063,121.17849918594827
1064,121.17849918594827
1065,121.17849918594827
1066,121.17849918594827
1067,121.17849918594827
1068,121.17849918594827
1069,121.17849918594827
1070,121.17849918594827
1071,121.17849918594827
1072,121.17849918594827
1073,121.17849918594827
1074,121.17849918594827
1075,121.17849918594827
1076,121.17849918594827
1077,121.17849918594827
1078,121.17849918594827
1079,121.17849918594827
1080,121.17849918594827
1081,121.17849918594827
1082,121.17849918594827
1083,121.17849918594827
1084,121.17849918594827
1085,121.17849918594827
1086,121.17849918594827
1087,121.17849918594827
1088,121.17849918594827
1089,121.17849918594827
1090,121.17849918594827
1091,121.17849918594827
1092,121.17849918594827
1093,121.17849918594827
1094,121.17849918594827
1095,121.17849918594827
1096,121.17849918594827
1097,121.17849918594827
1098,121.17849918594827
1099,121.17849918594827
1100,121.17849918594827
1101,121.17849918594827
1102,121.17849918594827
1103,121.17849918594827
1104,121.17849918594827
1105,121.17849918594827
1106,121.17849918594827
1107,121.17849918594827
1108,121.17849918594827
1109,121.17849918594827
1110,121.17849918594827
1111,121.17849918594827
1112,121.17849918594827
1113,121.17849918594827
1114,121.17849918594827
1115,121.17849918594827
1116,121.17849918594827
1117,121.17849918594827
1118,121.17849918594827
1119,121.17849918594827
1120,121.17849918594827
1121,121.17849918594827
1122,121.17849918594827
1123,121.17849918594827
1124,121.17849918594827
1125,121.17849918594827
1126,121.17849918594827
1127,121.17849918594827
1128,121.17849918594827
1129,121.17849918594827
1130,121.17849918594827
1131,121.17849918594827
1132,121.17849918594827
1133,121.17849918594827
1134,121.17849918594827
1135,121.17849918594827
1136,121.17849918594827
1137,121.17849918594827
1138,121.17849918594827
1139,121.17849918594827
1140,121.17849918594827
1141,121.17849918594827
1142,121.17849918594827
1143,121.17849918594827
1144,121.17849918594827
1145,121.17849918594827
1146,121.17849918594827
1147,121.17849918594827
1148,121.17849918594827
1149,121.17849918594827
1150,121.17849918594827
1151,121.17849918594827
1152,121.17849918594827
1153,121.17849918594827
1154,121.17849918594827
1155,121.17849918594827
1156,121.17849918594827
1157,121.17849918594827
1158,121.17849918594827
1159,121.17849918594827
1160,121.17849918594827
1161,121.17849918594827
1162,121.17849918594827
1163,121.17849918594827
1164,121.17849918594827
1165,121.17849918594827
1166,121.17849918594827
1167,121.17849918594827
1168,121.17849918594827
1169,121.17849918594827
1170,121.17849918594827
1171,121.17849918594827
1172,121.17849918594827
1173,121.17849918594827
1174,121.17849918594827
1175,121.17849918594827
1176,121.17849918594827
1177,121.17849918594827
1178,121.17849918594827
1179,121.17849918594827
1180,121.17849918594827
1181,121.17849918594827
1182,121.17849918594827
1183,121.17849918594827
1184,121.17849918594827
1185,121.17849918594827
1186,121.17849918594827
1187,121.17849918594827
1188,121.17849918594827
1189,121.17849918594827
1190,121.17849918594827
1191,121.17849918594827
1192,121.17849918594827
1193,121.17849918594827
1194,121.17849918594827
1195,121.17849918594827
1196,121.17849918594827
1197,121.17849918594827
1198,121.17849918594827
1199,121.17849918594827
1200,121.17849918594827
1201,121.17849918594827
1202,121.17849918594827
1203,121.17849918594827
1204,121.17849918594827
1205,121.17849918594827
1206,121.17849918594827
1207,121.17849918594827
1208,121.17849918594827
1209,121.17849918594827
1210,121.17849918594827
1211,121.17849918594827
1212,121.17849918594827
1213,121.17849918594827
1214,121.17849918594827
1215,121.17849918594827
1216,121.17849918594827
1217,121.17849918594827
1218,121.17849918594827
1219,121.17849918594827
1220,121.17849918594827
1221,121.17849918594827
1222,121.17849918594827
1223,121.17849918594827
1224,121.17849918594827
1225,121.17849918594827
1226,121.17849918594827
1227,121.17849918594827
1228,121.17849918594827
1229,121.17849918594827
1230,121.17849918594827
1231,121.17849918594827
1232,121.17849918594827
1233,121.17849918594827
1234,121.17849918594827
1235,121.17849918594827
1236,121.17849918594827
1237,121.17849918594827
1238,121.17849918594827
1239,121.17849918594827
1240,121.17849918594827
1241,121.17849918594827
1242,121.17849918594827
1243,121.17849918594827
1244,121.17849918594827
1245,121.17849918594827
1246,121.17849918594827
1247,121.17849918594827
1248,121.17849918594827
1249,121.17849918594827
1250,121.17849918594827
1251,121.17849918594827
1252,121.17849918594827
1253,121.17849918594827
1254,121.17849918594827
1255,121.17849918594827
1256,121.17849918594827
1257,121.17849918594827
1258,121.17849918594827
1259,121.17849918594827
1260,121.17849918594827
1261,121.17849918594827
1262,121.17849918594827
1263,121.17849918594827
1264,121.17849918594827
1265,121.17849918594827
1266,121.17849918594827
1267,121.17849918594827
1268,121.17849918594827
1269,121.17849918594827
1270,121.17849918594827
1271,121.17849918594827
1272,121.17849918594827
1273,121.17849918594827
1274,121.17849918594827
1275,121.17849918594827
